Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/07  07:00:00,97.4584830141,6.94843097604,14.9020844975,0.0,24.3117294858,51.2795993405,11.5997771009,0.0,0.0,11.5997771009
 08/07  08:00:00,84.6138141774,6.50112983815,13.779391789,0.0,23.6694662846,40.6342015617,23.3941651807,0.0,0.0,23.3941651807
 08/07  09:00:00,83.5663458907,6.51002649255,17.7301281798,0.0,23.6694662846,35.6302164847,35.5320773619,0.0,18.025,17.5070773619
 08/07  10:00:00,64.65908206,6.30509511704,16.6243472209,0.0,18.7433767983,22.9618409725,41.3290413495,0.0,18.025,23.3040413495
 08/07  11:00:00,65.6837323622,6.3815725538,17.5745981377,0.0,18.7433767983,22.9618409725,29.6692025583,0.0,18.025,11.6442025583
 08/07  12:00:00,67.6351808764,6.49175186856,19.3724189818,0.0,18.5889407304,23.1597249699,35.479223401,0.0,18.025,17.454223401
 08/07  13:00:00,69.1426205839,6.578083225,20.5470251647,0.0,18.7433767983,23.2517909448,35.4779507724,0.0,18.025,17.4529507724
 08/07  14:00:00,69.7303012942,6.63688646898,21.0759023141,0.0,18.7433767983,23.2517909448,35.4777300895,0.0,18.025,17.4527300895
 08/07  15:00:00,69.5287186235,6.69966271126,21.1014950914,0.0,18.7433767983,22.9618409725,35.4789197169,0.0,18.025,17.4539197169
 08/07  16:00:00,72.9880692011,6.75292444663,20.0562841146,0.0,18.7433767983,27.431320555,23.7829356552,0.0,18.025,5.75793565522
 08/07  17:00:00,83.581812619,7.00025523854,18.2146176836,0.0,17.6635504202,40.6971502883,5.76653504616,0.0,0.0,5.76653504616
 08/07  18:00:00,89.9218283492,7.15471759491,17.8957664005,0.0,27.5259009287,37.3340067412,5.78820946985,0.0,0.0,5.78820946985
 08/07  19:00:00,94.1966120634,7.23253869127,17.8831752508,0.0,33.8341110165,33.3544677425,5.77488208,0.0,0.0,5.77488208
 08/07  20:00:00,108.717665792,7.38701643262,18.4435894868,0.0,36.5179666069,38.8247702939,5.80850640531,0.0342879972555,0.0,5.77421840805
 08/07  21:00:00,102.845167509,7.37588896172,18.0975217283,0.0,32.965339924,36.8579353714,11.5650467846,0.0,0.0,11.5650467846
 08/07  22:00:00,75.4020884801,6.90490293862,14.6723862135,0.0,25.6355707503,20.6438685092,5.77923308414,0.0,0.0,5.77923308414
 08/07  23:00:00,52.4041619375,6.47795932965,11.6541053336,0.0,15.0252895274,11.7056064465,5.76237948486,0.0,0.0,5.76237948486
 08/07  24:00:00,45.7018171248,6.29149965537,10.1638924838,0.0,11.6412384099,10.0650221343,5.75800355464,0.0,0.0,5.75800355464
 08/08  01:00:00,42.8159448048,6.15382408391,8.97632710329,0.0,10.0992000411,10.047477231,0.02,0.0,0.0,0.02
 08/08  02:00:00,39.9333684995,6.04298198652,8.06414266476,0.0,8.25718729233,10.0299323277,5.75372958055,0.0,0.0,5.75372958055
 08/08  03:00:00,39.1441613573,5.96143387113,7.35649009088,0.0,8.25718729233,10.0299323277,0.16318917008,0.14318917008,0.0,0.02
 08/08  04:00:00,40.1891510576,5.90198571112,6.85438681019,0.0,8.25718729233,11.6354268332,6.11974046104,0.36165726584,0.0,5.7580831952
 08/08  05:00:00,47.9844537195,5.92491704395,7.04731361271,0.0,12.1011305571,15.3678112995,6.11659844345,0.346045158649,0.0,5.7705532848
 08/08  06:00:00,74.6248436379,6.49074484129,11.1299624734,0.0,19.7275818095,37.2640762949,5.8800043356,0.0873323960701,0.0,5.79267193953
 08/08  07:00:00,97.3298159647,6.93205277098,14.7897882692,0.0,24.3117294858,51.2795993405,17.3897059302,0.0,0.0,17.3897059302
 08/08  08:00:00,84.5227824249,6.48968756732,13.6998025739,0.0,23.6694662846,40.6342015617,17.5509805672,0.0,0.0,17.5509805672
 08/08  09:00:00,83.6647331802,6.50475012479,17.8337980786,0.0,23.6694662846,35.6302164847,41.3622100762,0.0,18.025,23.3372100762
 08/08  10:00:00,65.5767434633,6.32855393914,17.5185452481,0.0,18.7433767983,22.9618409725,35.5090353741,0.0,18.025,17.4840353741
 08/08  11:00:00,66.8656292686,6.40957104398,18.7284956837,0.0,18.7433767983,22.9618409725,35.4815323559,0.0,18.025,17.4565323559
 08/08  12:00:00,68.5067757742,6.51316088148,20.2226060462,0.0,18.5889407304,23.1597249699,35.4801046911,0.0,18.025,17.4551046911
 08/08  13:00:00,69.4440204863,6.5855792636,20.840929318,0.0,18.7433767983,23.2517909448,35.4770904542,0.0,18.025,17.4520904542
 08/08  14:00:00,69.5803668986,6.63125858279,20.9315957788,0.0,18.7433767983,23.2517909448,35.4777919986,0.0,18.025,17.4527919986
 08/08  15:00:00,69.1277873972,6.68151119477,20.7187136467,0.0,18.7433767983,22.9618409725,35.478088043,0.0,18.025,17.453088043
 08/08  16:00:00,73.2728439738,6.75039085008,20.3435973129,0.0,18.7433767983,27.431320555,18.045,0.0,18.025,0.02
 08/08  17:00:00,83.7606103796,6.99809578428,18.3955697225,0.0,17.6635504202,40.6971502883,5.7664020928,0.0,0.0,5.7664020928
 08/08  18:00:00,89.9201997651,7.1542557648,17.8945907671,0.0,27.5259009287,37.3340067412,11.5556091225,0.0,0.0,11.5556091225
 08/08  19:00:00,96.2627260693,7.24730701082,18.0505181237,0.0,33.8341110165,33.3544677425,5.77496173905,0.0,0.0,5.77496173905
 08/08  20:00:00,108.761120126,7.39314728995,18.480914682,0.0,36.5179666069,38.8247702939,5.78959079944,0.0152999596912,0.0,5.77429083975
 08/08  21:00:00,103.115675915,7.39934557798,18.3445725457,0.0,32.965339924,36.8579353714,11.5644065483,0.0,0.0,11.5644065483
 08/08  22:00:00,75.4901930293,6.91317948628,14.7522110103,0.0,25.6355707503,20.6438685092,5.7796180676,0.0,0.0,5.7796180676
 08/08  23:00:00,52.1925846698,6.46290361694,11.4575850973,0.0,15.0252895274,11.7056064465,5.76236656337,0.0,0.0,5.76236656337
 08/08  24:00:00,45.4478215038,6.27348449171,9.92791846688,0.0,11.6412384099,10.0650221343,0.02,0.0,0.0,0.02
 08/09  01:00:00,42.687435809,6.146485621,8.85514871651,0.0,10.0992000411,10.047477231,5.75367442704,0.0,0.0,5.75367442704
